"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 23 02:21:36 IST 2023","Mon Jan 23 02:23:21 IST 2023","105153","","Bar chart","","","","Retrive data from bar chart year points",""
